system:index,LST,NDBI,NDVI,UHI,.geo
324,34.15594372720716,0.007343816105276346,0.459346204996109,0.2873297737198998,"{""type"":""MultiPoint"",""coordinates"":[]}"
329,39.43106478760069,0.03400729224085808,0.3011385202407837,0.9936107409434262,"{""type"":""MultiPoint"",""coordinates"":[]}"
330,40.2000552480788,0.06123872473835945,0.2933119237422943,1.096570146044098,"{""type"":""MultiPoint"",""coordinates"":[]}"
333,37.59450163830587,0.02562357299029827,0.25767385959625244,0.7477150387215207,"{""type"":""MultiPoint"",""coordinates"":[]}"
335,40.32960007642896,0.06592948734760284,0.19777710735797882,1.1139147805308625,"{""type"":""MultiPoint"",""coordinates"":[]}"
341,37.6264134746454,0.006769426167011261,0.4378501772880554,0.7519876842926315,"{""type"":""MultiPoint"",""coordinates"":[]}"
349,34.416688204180105,0.01793738454580307,0.4370466470718384,0.3222406050138656,"{""type"":""MultiPoint"",""coordinates"":[]}"
359,37.66243163843956,0.051265522837638855,0.16935862600803375,0.7568101221610531,"{""type"":""MultiPoint"",""coordinates"":[]}"
366,38.42080103361144,0.07988680899143219,0.40065374970436096,0.8583474828779956,"{""type"":""MultiPoint"",""coordinates"":[]}"
378,33.855897971610204,0.04453115537762642,0.32061195373535156,0.24715693141957132,"{""type"":""MultiPoint"",""coordinates"":[]}"
379,37.3031863518666,0.052274711430072784,0.20580027997493744,0.7087111106755589,"{""type"":""MultiPoint"",""coordinates"":[]}"
384,35.837403745259735,0.05776142701506615,0.2881341576576233,0.5124588644652156,"{""type"":""MultiPoint"",""coordinates"":[]}"
390,34.43301952627013,0.11121436208486557,0.30820736289024353,0.3244271902750807,"{""type"":""MultiPoint"",""coordinates"":[]}"
399,35.57511272979889,0.019526511430740356,0.4148806035518646,0.4773409685965078,"{""type"":""MultiPoint"",""coordinates"":[]}"
401,39.754706985729854,0.05133562535047531,0.31726396083831787,1.036942888606396,"{""type"":""MultiPoint"",""coordinates"":[]}"
403,35.95371151917732,0.06353790313005447,0.2918175458908081,0.5280312022594875,"{""type"":""MultiPoint"",""coordinates"":[]}"
409,35.84095642129569,5.686063668690622E-4,0.3225134611129761,0.5129345288979702,"{""type"":""MultiPoint"",""coordinates"":[]}"
416,29.64791107166826,0.0023863890673965216,0.4774014353752136,-0.3162464528305728,"{""type"":""MultiPoint"",""coordinates"":[]}"
418,35.751885230639914,0.08449548482894897,0.40983647108078003,0.5010088714641638,"{""type"":""MultiPoint"",""coordinates"":[]}"
419,41.00144308127102,0.02854161709547043,0.3736298978328705,1.2038672047216374,"{""type"":""MultiPoint"",""coordinates"":[]}"
420,35.89158291542151,0.011997899040579796,0.3272632956504822,0.5197128622914514,"{""type"":""MultiPoint"",""coordinates"":[]}"
421,38.23043139869674,0.11393287777900696,0.2619679272174835,0.8328590725954238,"{""type"":""MultiPoint"",""coordinates"":[]}"
440,36.892623906028405,0.02985493652522564,0.23565757274627686,0.6537412932946047,"{""type"":""MultiPoint"",""coordinates"":[]}"
458,39.06570766522526,0.10228203237056732,0.35212647914886475,0.9446934215456281,"{""type"":""MultiPoint"",""coordinates"":[]}"
459,39.82387471730863,0.047898463904857635,0.37649965286254883,1.0462036907379149,"{""type"":""MultiPoint"",""coordinates"":[]}"
463,36.68749861792281,0.041453830897808075,0.3540482819080353,0.6262772625687556,"{""type"":""MultiPoint"",""coordinates"":[]}"
470,40.06825807104718,0.14782509207725525,0.21983730792999268,1.0789239467236458,"{""type"":""MultiPoint"",""coordinates"":[]}"
476,37.46834802863026,0.06205131113529205,0.22931866347789764,0.7308244512941711,"{""type"":""MultiPoint"",""coordinates"":[]}"
481,39.63399523672081,0.1418542116880417,0.17424629628658295,1.0207809067543638,"{""type"":""MultiPoint"",""coordinates"":[]}"
488,40.076849622001134,0.03533151000738144,0.289766401052475,1.0800742613511654,"{""type"":""MultiPoint"",""coordinates"":[]}"
489,39.61322083012021,0.061501894146203995,0.17523421347141266,1.0179994411122715,"{""type"":""MultiPoint"",""coordinates"":[]}"
490,38.725414750309085,0.039912085980176926,0.2841775119304657,0.8991319251676889,"{""type"":""MultiPoint"",""coordinates"":[]}"
495,37.94618543997251,0.016888434067368507,0.3419490158557892,0.794801650147919,"{""type"":""MultiPoint"",""coordinates"":[]}"
504,42.62366526492514,0.12222810834646225,0.27161362767219543,1.4210649978727992,"{""type"":""MultiPoint"",""coordinates"":[]}"
507,38.29252630663228,0.018185468390583992,0.4044032096862793,0.8411729010619692,"{""type"":""MultiPoint"",""coordinates"":[]}"
